source,destination,timestamp,protocol
147.32.84.165,76.96.30.116,2011-08-17 17:01:09.609583,TCP
147.32.84.207,147.32.80.9,2011-08-17 17:01:26.357345,UDP
147.32.84.206,65.55.37.72,2011-08-17 17:01:47.830144,TCP
147.32.84.206,147.32.80.9,2011-08-17 17:02:19.610912,UDP
147.32.80.9,147.32.84.205,2011-08-17 17:02:25.089594,UDP
147.32.84.204,147.32.80.9,2011-08-17 17:02:25.102025,UDP
147.32.84.204,147.32.80.9,2011-08-17 17:02:34.770106,UDP
147.32.84.209,147.32.80.9,2011-08-17 17:02:46.438646,UDP
147.32.84.191,147.32.80.9,2011-08-17 17:02:53.187119,UDP
147.32.84.191,207.245.252.27,2011-08-17 17:02:58.975794,TCP
147.32.84.192,147.32.80.9,2011-08-17 17:03:02.459381,UDP
147.32.84.192,87.247.49.249,2011-08-17 17:03:12.242198,TCP
147.32.84.207,147.32.80.9,2011-08-17 17:03:13.957389,UDP
147.32.84.191,147.32.80.9,2011-08-17 17:03:16.491686,UDP
147.32.84.191,147.32.80.9,2011-08-17 17:03:37.612427,UDP
147.32.84.165,147.32.80.9,2011-08-17 17:03:44.417953,UDP
147.32.84.209,46.4.36.120,2011-08-17 17:03:47.235220,TCP
147.32.84.191,147.32.80.9,2011-08-17 17:04:02.626891,UDP
147.32.84.208,147.32.80.9,2011-08-17 17:04:40.023786,UDP
147.32.84.191,147.32.80.9,2011-08-17 17:04:40.583058,UDP
147.32.84.204,147.32.80.9,2011-08-17 17:04:43.659627,UDP
147.32.84.191,147.32.80.9,2011-08-17 17:04:50.816766,UDP
147.32.80.9,147.32.84.209,2011-08-17 17:05:01.995774,UDP
147.32.84.205,72.15.153.70,2011-08-17 17:05:02.546609,TCP
147.32.80.9,147.32.84.209,2011-08-17 17:05:02.720018,UDP
147.32.84.209,38.102.228.30,2011-08-17 17:05:25.987280,TCP
147.32.84.191,147.32.80.9,2011-08-17 17:05:30.963232,UDP
147.32.84.165,147.32.80.9,2011-08-17 17:05:39.333041,UDP
147.32.84.209,147.32.80.9,2011-08-17 17:05:46.906976,UDP
147.32.84.191,173.192.170.88,2011-08-17 17:06:01.094950,TCP
147.32.84.208,147.32.80.9,2011-08-17 17:06:01.589578,UDP
147.32.84.204,147.32.80.9,2011-08-17 17:06:10.512637,UDP
147.32.84.209,64.250.16.25,2011-08-17 17:06:11.687623,TCP
147.32.84.205,69.36.7.2,2011-08-17 17:06:19.141392,TCP
147.32.84.209,74.125.93.27,2011-08-17 17:06:24.330593,TCP
147.32.84.204,212.117.161.86,2011-08-17 17:06:40.986493,TCP
147.32.84.192,147.32.80.9,2011-08-17 17:06:50.726446,UDP
147.32.84.209,147.32.80.9,2011-08-17 17:06:51.956992,UDP
147.32.84.193,147.32.80.9,2011-08-17 17:06:53.374801,UDP
147.32.84.205,207.223.8.109,2011-08-17 17:07:01.302026,TCP
147.32.84.204,203.131.74.3,2011-08-17 17:07:03.933049,TCP
147.32.84.209,209.190.94.170,2011-08-17 17:07:09.886942,TCP
147.32.84.206,173.13.139.154,2011-08-17 17:07:11.966817,TCP
147.32.84.193,147.32.80.9,2011-08-17 17:07:29.888754,UDP
147.32.84.208,147.32.80.9,2011-08-17 17:07:30.215001,UDP
147.32.84.208,147.32.80.9,2011-08-17 17:07:40.445267,UDP
147.32.84.205,208.73.210.29,2011-08-17 17:07:42.929241,TCP
147.32.84.193,147.32.80.9,2011-08-17 17:07:46.956162,UDP
147.32.84.205,65.55.92.168,2011-08-17 17:08:16.340683,TCP
147.32.84.193,147.32.80.9,2011-08-17 17:08:38.022018,UDP
147.32.84.205,147.32.80.9,2011-08-17 17:08:50.112557,UDP
147.32.84.206,65.54.188.126,2011-08-17 17:08:58.363654,TCP
147.32.84.205,147.32.80.9,2011-08-17 17:09:09.009566,UDP
147.32.84.205,147.32.80.9,2011-08-17 17:09:22.349133,UDP
147.32.84.206,205.188.156.193,2011-08-17 17:09:25.027407,TCP
147.32.84.209,147.32.80.9,2011-08-17 17:09:25.631423,UDP
147.32.84.206,147.32.80.9,2011-08-17 17:09:35.239764,UDP
147.32.84.206,147.32.80.9,2011-08-17 17:09:40.687346,UDP
147.32.80.9,147.32.84.206,2011-08-17 17:09:46.314336,UDP
147.32.80.9,147.32.84.206,2011-08-17 17:09:46.473641,UDP
147.32.80.9,147.32.84.208,2011-08-17 17:09:51.955730,UDP
147.32.84.206,147.32.80.9,2011-08-17 17:10:16.156937,UDP
